2,greedy_zonder cap,2252
31,15
26,15
26,22
H69,29,1
29,1
26,1
26,22
H12,31,19
31,19
26,19
26,22
H20,32,4
32,4
26,4
26,22
H54,27,5
27,5
26,5
26,22
H49,28,5
28,5
26,5
26,22
H100,33,32
33,32
26,32
26,22
H109,30,35
30,35
26,35
26,22
